RU000A1031L2,Автоэкспресс обК05,Автоэкспресс обК05,Avtoekspress obK05,1000.0,RUB,,RU000A1031L2,99590000,stock_bonds,2024-04-22,23.68,,non_exchange_bond
RU000A1022Q0,СберИОС 001Р-322R 3Г Top Five,СберИОС322,SberIOS 001P-322R 3Y Top Five,1000.0,SUR,2020-09-29,RU000A1022Q0,294098,stock_bonds,2023-10-05,0.3,,exchange_bond
RU000A102TT0,Русская Аквакультура 001Р-01,РусАква1Р1,Russian Aquaculture 001P-01,1000.0,SUR,2021-03-10,RU000A102TT0,2999500,stock_bonds,2024-03-06,47.37,,exchange_bond
RU000A100JF4,Транснефть ПАО БО-001P-12,ТрнфБО1P12,Transneft BO-001P-12,1000.0,SUR,2019-07-09,RU000A100JF4,15000000,stock_bonds,2022-07-05,39.39,,exchange_bond
RU000A102LD1,ГруппаЧеркизово БО-001Р-04,ЧеркизБ1P4,Cherkizovo Group BO-001P-04,1000.0,SUR,2020-12-25,RU000A102LD1,6000000,stock_bonds,2025-12-19,15.96,,exchange_bond
RU000A0JTLJ3,МЕТАЛЛОИНВЕСТ ХК АО обл. 02,МЕТАЛИНВ 2,METALLOINVEST HK AO 02,1000.0,SUR,2013-02-08,RU000A0JTLJ3,5000000,stock_bonds,2023-01-27,38.15,,corporate_bond
RU000A100B57,Сбербанк ПАО ИОС 001P-83R,СберИОС83,Sberbank IOS 001P-83R,1000.0,SUR,2019-05-30,RU000A100B57,423937,stock_bonds,2022-05-30,0.3,,exchange_bond
XS0114288789,ГОВОЗ РФ SK-0-CM-128 (XS),RUS-30,RUS-30,0.195,USD,2000-08-25,XS0114288789,6965979370,stock_bonds,2030-03-31,0.007313,,ofz_bond
RU000A102CR0,МЭФ Московской области 35015,МосОб35015,Moscow Region MEF 35015,1000.0,SUR,2020-11-17,RU000A102CR0,30000000,stock_bonds,2026-11-10,14.83,,subfederal_bond
RU000A102GZ4,СберИОС 001Р-396R 5Y СМШ,СберИОС396,SberIOS 001P-396R 5Y MIX,1000.0,SUR,2021-01-14,RU000A102GZ4,599466,stock_bonds,2026-01-21,0.5,,exchange_bond
RU000A0JUBT1,ИА АИЖК 2011-1 об.кл.А1/13,АИЖ11А1/13,Ipotech.agent AIZHK2011-1A1/13,43.38,SUR,2013-12-12,RU000A0JUBT1,3263000,stock_bonds,2046-06-22,0.97,,corporate_bond
XS1762858428,BCS SP Plc Series 14,BCS 01/28,BCS SP Plc Series 14,100000.0,USD,2018-01-30,XS1762858428,3000,stock_bonds,2028-01-30,335.9277,,corporate_bond
RU000A0ZYR18,Башкирская содовая комп. 1P-01,БСК 1P1,Bashkir soda company 01P-01,1000.0,SUR,2018-02-02,RU000A0ZYR18,8000000,stock_bonds,2023-01-27,20.19,,exchange_bond
RU000A102D38,СберИОС 001Р-368R 5Г СРВП,СберИОС368,SberIOS 001P-368R 5Y RBPP,1000.0,SUR,2020-11-19,RU000A102D38,210503,stock_bonds,2025-11-25,0.5,,exchange_bond
RU000A0ZZU46,Жилой микрорайон обПК12,Жилой микрорайон обПК12,Zhiloj mikrorajon obPK12,1000000.0,RUB,,RU000A0ZZU46,7743000000,stock_bonds,2025-10-01,25.21,,non_exchange_bond
RU000A1004Z9,НЗРМ ООО БО-П01,НЗРМ БО-П1,NMCP LLC BO-P01,10000.0,SUR,2019-03-01,RU000A1004Z9,8000,stock_bonds,2022-08-12,110.96,,exchange_bond
RU000A103SN3,ВЭБ.РФ ПБО-001Р-К358,ВЭБ1P-К358,VEB.RF PBO-001P-K358,1000.0,SUR,2021-11-19,RU000A103SN3,309900,stock_bonds,2021-12-17,5.62,,exchange_bond
RU000A102796,Тинькофф Банк ИО-1-1,ТинькоффИ1,Tinkoff Bank IO-1-1,1000.0,SUR,2020-10-08,RU000A102796,110000,stock_bonds,2023-10-05,0.3,,exchange_bond
XS2348718383,BCS SP Plc Series 179,BCS10/24-2,BCS SP Plc Series 179,1250.0,USD,2021-06-02,XS2348718383,4000,stock_bonds,2024-10-05,0.0,,corporate_bond
RU000A0ZYDU3,Свердловская обл. 04,СвердлОб4,Sverdlovskaya obl. 04,800.0,SUR,2017-10-24,RU000A0ZYDU3,10000000,stock_bonds,2025-10-22,15.36,,subfederal_bond
RU000A101V94,Банк ВТБ (ПАО) Б-1-90,ВТБ Б-1-90,Bank VTB B-1-90,1000.0,SUR,2020-07-21,RU000A101V94,210933,stock_bonds,2023-07-18,0.05,,exchange_bond
RU000A1013U1,Славнефть БО 001Р-03,Славнеф1Р3,SLAVNEFT 001P-03,1000.0,SUR,2019-11-28,RU000A1013U1,10000000,stock_bonds,2029-11-15,16.7,,exchange_bond
RU000A0JV573,ПАО ОТКРЫТИЕ ФК Банк БО-07,ОткрФКББ07,OTKRITIE FK Bank BO-07,1000.0,SUR,2015-01-22,RU000A0JV573,5000000,stock_bonds,2022-01-13,0.05,,exchange_bond
RU000A100JE7,Балтийский лизинг ООО БО-П02,БалтЛизБП2,Baltic Leasing BO-P02,450.0,SUR,2019-07-08,RU000A100JE7,4000000,stock_bonds,2022-07-04,10.32,,exchange_bond
RU000A1031K4,ДОМ.РФ Ипотечный агент БО 1P8,ИАДОМ Б1P8,DOM.RF Mortgage agent BO 1P8,833.11,SUR,2021-04-23,RU000A1031K4,4742319,stock_bonds,2051-04-28,14.59,,exchange_bond
RU000A103X74,Фабрика ФАВОРИТ БО-П01,ФабрФав1P1,Fabrica FAVORIT BO-P01,1000.0,SUR,2021-10-26,RU000A103X74,50000,stock_bonds,2024-10-10,10.27,,exchange_bond
RU000A101MH2,СберИОС 001Р-253R 5Г БТЕХ ИНД,СберИОС253,SberIOS 001P-253R 5Y BTECH IND,1000.0,SUR,2020-05-29,RU000A101MH2,4366947,stock_bonds,2025-06-04,0.5,,exchange_bond
XS2296660454,BCS SP Plc Series 141,BCS06/24-9,BCS SP Plc Series 141,100000.0,SUR,2021-02-05,XS2296660454,6000,stock_bonds,2024-06-10,0.0,,corporate_bond
RU000A0JX2L4,"ЗАО ""КРАУС-М"" БО 001P-01",КРАУС Б1P1,KRAUS-M BO 001P-01,1000.0,SUR,2016-12-22,RU000A0JX2L4,1000000,stock_bonds,2026-12-10,49.86,,exchange_bond
RU000A102GY7,Хэдхантер 001P-01R,iХэдХ1P01R,Headhunter 001P-01R,1000.0,SUR,2020-12-14,RU000A102GY7,4000000,stock_bonds,2023-12-11,16.08,,exchange_bond
RU000A0ZYUW3,Газпром капитал ООО БО-02,ГазпромКБ2,Gazprom capital LLC BO-02,1000.0,SUR,2018-02-27,RU000A0ZYUW3,5000000,stock_bonds,2028-02-15,35.65,,exchange_bond
RU000A0JXPG2,ГосТранспортЛизингКомп 001P-04,ГТЛК 1P-04,GTLK BO-001P-04,1000.0,SUR,2017-04-25,RU000A0JXPG2,10000000,stock_bonds,2032-04-06,24.56,,exchange_bond
XS1405775450,Global Ports 6.5 22/09/23,GLP-23,Global Ports 6.5 22/09/23,1000.0,USD,2016-09-22,XS1405775450,313580,stock_bonds,2023-09-22,32.5,,corporate_bond
RU000A0JXGV0,АКБ ПЕРЕСВЕТ ПАО С01,ПЕРЕСВ С01,Peresvet Bank (PJSC) C01,329.0,SUR,2017-02-14,RU000A0JXGV0,210313736,stock_bonds,2032-02-14,25.17,,corporate_bond
RU000A102LB5,ПРОМОМЕД ДМ 001P-01,iПМЕДДМ1Р1,PROMOMED DM 001P-01,1000.0,SUR,2020-12-25,RU000A102LB5,1000000,stock_bonds,2023-12-22,47.37,,exchange_bond
RU000A0ZZU38,Жилой микрорайон обПК13,Жилой микрорайон обПК13,Zhiloj mikrorajon obPK13,1000000.0,RUB,,RU000A0ZZU38,2384000000,stock_bonds,2025-10-01,25.21,,non_exchange_bond
RU000A1040E8,ИК Фридом Финанс П01-02,ФридФин1П2,IC Freedom Finance P01-02,1000.0,USD,2021-11-12,RU000A1040E8,34000,stock_bonds,2026-11-06,13.71,,exchange_bond
RU000A0JVF98,Магистраль двух столиц кл. А1,МДС кл.А1,Magistral dvyh stolic kl. A1,1000.0,SUR,2015-05-29,RU000A0JVF98,7500000,stock_bonds,2030-05-10,23.84,,corporate_bond
RU000A103G59,Сбербанк ПАО 001Р-SBER30,Сбер Sb30R,Sber 001P-SBER30,1000.0,SUR,2021-08-06,RU000A103G59,15000000,stock_bonds,2026-07-31,37.05,,exchange_bond
RU000A0ZZXZ7,Кировская область 35001,КировОбл01,Kirov Region 35001,1000.0,SUR,2018-12-14,RU000A0ZZXZ7,5000000,stock_bonds,2025-12-05,21.19,,subfederal_bond
RU000A103FT7,Альфа-Лизинг БО-01,АльфаЛБ01,Alfa-Leasing BO-01,1000.0,SUR,2021-07-27,RU000A103FT7,1000000,stock_bonds,2022-07-28,41.61,,exchange_bond
RU000A0ZZXL7,РЖД ОАО БО 001Р-11R,РЖД 1Р-11R,RZD BO 001P-11R,1000.0,SUR,2018-12-12,RU000A0ZZXL7,10000000,stock_bonds,2022-05-10,43.63,,exchange_bond
RU000A0JV9D8,ВЭБ-лизинг АО БО-06,ВЭБлизБ06,VEB-leasing AO BO-06,1000.0,SUR,2015-03-03,RU000A0JV9D8,5000000,stock_bonds,2025-02-18,39.44,,exchange_bond
RU000A0JVRV1,ВЭБ-лизинг АО 002-Р-01,ВЭБлиз2Р-1,VEB-leasing AO 002P-01,1000.0,SUR,2015-09-14,RU000A0JVRV1,3000000,stock_bonds,2025-09-01,39.44,,exchange_bond
XS2093710494,BCS SP Plc Series 77,BCS12/24-E,BCS SP Plc Series 77,1000.0,EUR,2019-12-17,XS2093710494,5000,stock_bonds,2024-12-30,20.054794,,corporate_bond
RU000A103T62,СИБУР Холдинг БО-07,СибурХБО07,SIBUR Holding BO-07,1000.0,USD,2021-10-04,RU000A103T62,210000,stock_bonds,2025-10-03,15.0,,exchange_bond
RU000A0JX2Q3,"ПАО ""АНК ""Башнефть"" БО-10",БашнфтБО10,Bashneft ANK BO-10,1000.0,SUR,2016-12-22,RU000A0JX2Q3,5000000,stock_bonds,2026-12-10,47.37,,exchange_bond
RU000A1044U6,Випом ТД обКП01,Випом ТД обКП01,Vipom TD obKP01,1000.0,RUB,,RU000A1044U6,,stock_bonds,2024-11-22,39.89,,non_exchange_bond
RU000A0ZYLX0,ДОМ РФ ИА 03,ДОМРФИА 03,Mortgage agent DOM RF 03,175.63,SUR,2017-12-26,RU000A0ZYLX0,1957905,stock_bonds,2037-10-28,,,corporate_bond
RU000A102HB3,РОСНАНО АО БО-002P-05,РОСНАНО2P5,RUSNANO BO-002P-05,1000.0,SUR,2020-12-15,RU000A102HB3,5500000,stock_bonds,2023-12-12,33.66,,exchange_bond
RU000A0ZZ2A5,ДелоПортс ООО БО 001P-02,ДелПорт1P2,DeloPorts BO 001P-02,1000.0,USD,2018-04-10,RU000A0ZZ2A5,140000,stock_bonds,2025-04-01,33.66,,exchange_bond
RU000A0ZZKS9,Сбербанк ПАО ИОС 001P-21R,СберИОС21,Sberbank IOS 001P-21R,1000.0,SUR,2018-09-05,RU000A0ZZKS9,582300,stock_bonds,2022-03-15,0.35,,exchange_bond
XS2384174228,SUEK Securities DAC 15/09/26,SUEK-26,SUEK Securities DAC 15/09/26,1000.0,USD,2021-09-15,XS2384174228,500000,stock_bonds,2026-09-15,16.875,,corporate_bond
RU000A103C46,ПИК-Корпорация 001Р-04,ПИК К 1P4,PIK K 1P4,1000.0,SUR,2021-07-02,RU000A103C46,10000000,stock_bonds,2023-06-30,20.44,,exchange_bond
RU000A102CX8,Минфин Ульяновской обл. 34003,Ульоб34003,Ulyanovskaya oblast 34003,800.0,SUR,2020-11-18,RU000A102CX8,3500000,stock_bonds,2025-11-12,12.47,,subfederal_bond
RU000A0ZYDH0,"""ФСК ЕЭС""(ПАО) БО-03",ФСК ЕЭС Б3,FSK EES BO-03,1000.0,SUR,2017-10-20,RU000A0ZYDH0,9000000,stock_bonds,2052-09-06,19.32,,exchange_bond
RU000A101QW2,Сбербанк ПАО 001Р-SBER16,Сбер Sb16R,Sber 001P-SBER16,1000.0,SUR,2020-06-05,RU000A101QW2,20000000,stock_bonds,2024-05-31,28.17,,exchange_bond
RU000A0JTYJ6,"""ФСК ЕЭС""(ПАО)-обл. сер.23",ФСК ЕЭС-23,FSK EES 23,1000.0,SUR,2013-06-10,RU000A0JTYJ6,10000000,stock_bonds,2048-04-27,18.6,,corporate_bond
RU000A101ZH4,Почта России БО-001P-10,ПочтаР1P10,Russian Post BO-001P-10,1000.0,SUR,2020-08-04,RU000A101ZH4,10000000,stock_bonds,2030-07-23,29.42,,exchange_bond
RU000A100NS9,РЕСО-Лизинг ООО БО-П-05,РЕСОЛиБП05,RESO-LEASING BO-P-05,1000.0,SUR,2021-09-02,RU000A100NS9,5000000,stock_bonds,2025-08-28,42.38,,exchange_bond
RU000A102Q25,Вересаева 6 обК01,Вересаева 6 обК01,Veresaeva 6 obK01,1000.0,RUB,,RU000A102Q25,65000000000,stock_bonds,2028-01-26,,,non_exchange_bond
RU000A1035Y6,ПАО ОТКРЫТИЕ ФК Банк БО-П08,ОткрФКБП08,Bank Otkritie FC BO-P08,1000.0,SUR,2021-06-10,RU000A1035Y6,10000000,stock_bonds,2026-06-04,36.4,,exchange_bond
RU000A0JV0T3,Ситиматик АО обл.02,Ситимат02,Sitymatik 02,857.0,SUR,2014-12-02,RU000A0JV0T3,1700000,stock_bonds,2025-06-01,284.72,,corporate_bond
RU000A0JX2R1,ДОМ.РФ (АО) БО-05,ДОМ.РФ Б-5,DOM.RF BO-05,1000.0,SUR,2016-12-23,RU000A0JX2R1,5000000,stock_bonds,2049-12-22,18.57,,exchange_bond
RU000A101QV4,СберИОС 001Р-272R 5Y ТЕХ,СберИОС272,SberIOS 001P-272R 5Y TECH,1000.0,SUR,2020-06-16,RU000A101QV4,1994992,stock_bonds,2025-06-23,0.5,,exchange_bond
RU000A100196,Сбербанк ПАО ИОС 001P-54R,СберИОС54,Sberbank IOS 001P-54R,1000.0,SUR,2019-01-17,RU000A100196,999902,stock_bonds,2022-07-27,47.6,,exchange_bond
RU000A0ZZKR1,Сбербанк ПАО ИОС 001P-25R,СберИОС25,Sberbank IOS 001P-25R,1000.0,SUR,2018-09-05,RU000A0ZZKR1,942396,stock_bonds,2022-03-15,47.6,,exchange_bond
RU000A102HA5,МСП Банк С01,МСПБанкС01,SME Bank C01,1.0E7,SUR,2020-12-15,RU000A102HA5,72,stock_bonds,2030-12-03,423835.62,,corporate_bond
RU000A0JXPM0,Группа ЛСР ПАО БО 001Р-02,ЛСР БО 1Р2,LSR 1P-2,200.0,SUR,2017-04-26,RU000A0JXPM0,5000000,stock_bonds,2022-04-20,4.81,,exchange_bond
RU000A103T54,СИБУР Холдинг БО-14,СибурХБО14,SIBUR Holding BO-14,1000.0,USD,2021-10-04,RU000A103T54,280900,stock_bonds,2032-10-01,15.0,,exchange_bond
RU000A0JTM28,"ПАО ""АНК ""Башнефть"" об. 06",Башнефть06,Bashneft ANK 06,1000.0,SUR,2013-02-12,RU000A0JTM28,10000000,stock_bonds,2023-01-31,38.39,,corporate_bond
RU000A100AZ1,ТрансКомплектХолдинг ООО БО-П3,ТКХ БО-П03,TransKomplektHolding BO-P03,1000.0,SUR,2019-04-26,RU000A100AZ1,4000000,stock_bonds,2029-04-13,48.62,,exchange_bond
RU000A102D87,СберИОС 001Р-369R 5Г СРВП,СберИОС369,SberIOS 001P-369R 5Y RBPP,1000.0,SUR,2020-11-20,RU000A102D87,360088,stock_bonds,2025-11-26,0.5,,exchange_bond
RU000A1018D6,Солид-Лизинг ООО БО-001-06,СолЛизБО06,Solid-Leasing BO-001-06,1000.0,SUR,2019-12-24,RU000A1018D6,220000,stock_bonds,2022-12-20,32.41,,exchange_bond
SU26221RMFS0,ОФЗ-ПД 26221 23/03/33,ОФЗ 26221,OFZ-PD 26221,1000.0,SUR,2017-02-15,RU000A0JXFM1,350000000,stock_bonds,2033-03-23,38.39,,ofz_bond
RU000A0JTYK4,"""ФСК ЕЭС""(ПАО)-обл. сер.28",ФСК ЕЭС-28,FSK EES 28,1000.0,SUR,2013-06-10,RU000A0JTYK4,20000000,stock_bonds,2048-04-27,18.6,,corporate_bond
XS2045847295,BCS SP Plc ALOR LV1,BCSALORLV1,BCS SP Plc ALOR LV1,75000.0,SUR,2019-09-10,XS2045847295,1334,stock_bonds,2022-11-15,3719.18,,corporate_bond
RU000A0JR5F7,ДОМ.РФ (АО) обл. сер.А17,ДОМ.РФ17об,DOM.RF - 17,150.0,SUR,2011-02-09,RU000A0JR5F7,8000000,stock_bonds,2022-04-15,3.42,,corporate_bond
RU000A103216,СберИОС 001Р-442R 5Г ТОВ КРЗ,СберИОС442,SberIOS 001P-442R 5Y CMD BSKP,1000.0,SUR,2021-05-21,RU000A103216,322325,stock_bonds,2026-05-28,0.5,,exchange_bond
RU000A100188,Сбербанк ПАО ИОС 001P-53R,СберИОС53,Sberbank IOS 001P-53R,1000.0,SUR,2019-01-17,RU000A100188,393509,stock_bonds,2022-07-27,26.09,,exchange_bond
RU000A101QU6,СберИОС 001Р-271R SPX_asn 3.5Г,СберИОС271,SberIOS 001P-271R SPX_asn 3.5Y,1000.0,SUR,2020-06-26,RU000A101QU6,563737,stock_bonds,2023-12-07,0.34,,exchange_bond
RU000A0JVNL1,ВЭБ-лизинг USD-001P-01,ВЭБUSD1P-1,VEB-leasing USD 001P-01,1000.0,USD,2015-07-30,RU000A0JVNL1,200000,stock_bonds,2025-07-17,15.41,,exchange_bond
RU000A0JU278,ИФК СОЮЗ ПАО об. сер. 03,ИФКСОЮЗ3,IFK SOUZ 03,1000.0,SUR,2013-08-06,RU000A0JU278,20000000,stock_bonds,2028-07-18,1.0,,corporate_bond
RU000A0JWV89,Акрон (ПАО) БО-001P-01,Акрон Б1P1,Acron BO-001P-01,1000.0,SUR,2016-10-06,RU000A0JWV89,5000000,stock_bonds,2026-09-24,29.42,,exchange_bond
US45905CAA27,IBRD 4.75 15/02/35,IBRD-35,IBRD 4.75 15/02/35,1000.0,USD,2005-02-09,US45905CAA27,750000,stock_bonds,2035-02-15,23.75,,corporate_bond
RU000A103T47,СИБУР Холдинг БО-06,СибурХБО06,SIBUR Holding BO-06,1000.0,USD,2021-10-04,RU000A103T47,122300,stock_bonds,2024-10-03,15.0,,exchange_bond
RU000A0JXPJ6,Полипласт АО П01-БО-01,ПолиплП1Б1,Polyplast AO P01-BO-01,1000.0,SUR,2017-04-25,RU000A0JXPJ6,900000,stock_bonds,2023-04-18,47.37,,exchange_bond
RU000A103FY7,ВЭБ.РФ ПБО-001Р-30В,ВЭБ1P-30В,VEB.RF PBO-001P-30B,1000.0,USD,2021-07-29,RU000A103FY7,550000,stock_bonds,2026-07-23,16.85,,exchange_bond
RU000A0JTHF9,ИФК СОЮЗ ПАО об. сер. 02,ИФКСОЮЗ2,IFK SOUZ 02,1000.0,SUR,2012-12-27,RU000A0JTHF9,1442600,stock_bonds,2027-12-09,1.0,,corporate_bond
RU000A0JUC92,"""ФСК ЕЭС""(ПАО)-обл. сер.30",ФСК ЕЭС-30,FSK EES 30,1000.0,SUR,2013-12-13,RU000A0JUC92,10000000,stock_bonds,2048-10-30,18.6,,corporate_bond
RU000A102TX2,СФК Брайт Фит обК01,СФК Брайт Фит обК01,SFK Brajt Fit obK01,1000.0,RUB,,RU000A102TX2,,stock_bonds,2024-03-06,37.4,,non_exchange_bond
RU000A1018C8,Трансмашхолдинг АО ПБО-04,ТрансмхПБ4,Transmashholding PBO-04,1000.0,SUR,2019-12-23,RU000A1018C8,10000000,stock_bonds,2024-12-16,34.65,,exchange_bond
RU000A101ZF8,ДиректЛизинг БО 001P-05,ДрктЛиз1P5,DirectLeasing BO 001P-05,1000.0,SUR,2020-08-04,RU000A101ZF8,100000,stock_bonds,2023-08-01,29.92,,exchange_bond
XS1760786340,Alfa Bond Issuance perpetual 2,ALFA-perp2,Alfa Bond Issuance perpetual 2,1000.0,USD,2018-01-30,XS1760786340,500000,stock_bonds,,17.375,,corporate_bond
RU000A100WC4,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P1,МКБ 1P1,CREDIT BANK OF MOSCOW 1P1,1000.0,SUR,2019-10-04,RU000A100WC4,10000000,stock_bonds,2022-09-30,41.64,,exchange_bond
RU000A1013Z0,ПАО ОТКРЫТИЕ ФК Банк БО-ИО03,ОткрФКБИО3,Bank Otkritie FC BO-IO03,1000.0,SUR,2019-11-29,RU000A1013Z0,115000,stock_bonds,2022-11-28,0.1,,exchange_bond
RU000A0ZZXM5,ГПБ (АО) БО 001Р-03Р,ГПБ001P03P,Gazprombank BO 001P-03P,1000.0,SUR,2018-12-13,RU000A0ZZXM5,10377062,stock_bonds,2022-06-13,44.87,,exchange_bond
RU000A101QT8,СберИОС 001Р-269R IMOEX_asn 4Г,СберИОС269,SberIOS 001P-269R IMOEX_asn 4Y,1000.0,SUR,2020-06-26,RU000A101QT8,752942,stock_bonds,2024-06-07,0.4,,exchange_bond
RU000A102358,СберИОС 001Р-307R 5Г СРВП,СберИОС307,SberIOS 001P-307R 5Y RBPP,1000.0,SUR,2020-09-03,RU000A102358,1999878,stock_bonds,2025-09-09,0.5,,exchange_bond
RU000A103T39,СИБУР Холдинг БО-05,СибурХБО05,SIBUR Holding BO-05,1000.0,USD,2021-10-04,RU000A103T39,122400,stock_bonds,2023-10-04,15.0,,exchange_bond
RU000A1040J7,Сбербанк ПАО 001Р-SBER38,Сбер Sb38R,Sber 001P-SBER38,1000.0,SUR,2021-11-12,RU000A1040J7,15000000,stock_bonds,2025-11-07,43.88,,exchange_bond
XS2353064335,BCS SP Plc Series 182,BCS11/24-3,BCS SP Plc Series 182,1250.0,USD,2021-06-11,XS2353064335,8000,stock_bonds,2024-11-01,0.0,,corporate_bond
RU000A101A40,СберИОС 001Р-204R 3Г REIT,СберИОС204,SberIOS 001P-204R 3Y REIT,1000.0,SUR,2020-01-31,RU000A101A40,234808,stock_bonds,2023-02-06,0.3,,exchange_bond
RU000A0JX2P5,"ПАО ""АНК ""Башнефть""БО-001P-01R",БашнфБ1P1R,Bashneft ANK BO-001P-01R,1000.0,SUR,2016-12-22,RU000A0JX2P5,10000000,stock_bonds,2024-12-12,47.37,,exchange_bond
RU000A0JX314,Иркутская обл.34001аморт.,ИркОбл2016,Irkutsk Reg.-34001,500.0,SUR,2016-12-26,RU000A0JX314,5000000,stock_bonds,2021-12-25,11.91,,subfederal_bond
RU000A0JXPK4,Транснефть ПАО БО-07,ТранснфБО7,Transneft BO-07,1000.0,SUR,2017-04-26,RU000A0JXPK4,17000000,stock_bonds,2027-04-14,43.63,,exchange_bond
RU000A0JXU48,ВЭБ.РФ ПБО-001Р-08 USD,ВЭБ ПБО1Р8,VEB.RF PBO-001P-08 USD,1000.0,USD,2017-06-22,RU000A0JXU48,550000,stock_bonds,2022-12-15,21.19,,exchange_bond
RU000A103WZ9,НЕКС-Т БО-П01,НЕКС-ТБОП1,NEX-T BO-P01,1000.0,SUR,2021-10-26,RU000A103WZ9,300000,stock_bonds,2024-10-22,28.67,,exchange_bond
RU000A0JWUX9,Альфа-Банк АО обл. БО-17,АльфаБО-17,Alfa-Bank BO-17,1000.0,SUR,2016-10-04,RU000A0JWUX9,5000000,stock_bonds,2031-09-16,37.9,,exchange_bond
XS2394824499,BCS SP Plc Series 218,BCS02/27-2,BCS SP Plc Series 218,1250.0,USD,2021-10-14,XS2394824499,8000,stock_bonds,2027-02-11,0.0,,corporate_bond
RU000A0JXTS9,ГОВОЗ РФ 12840078V (RU),RUS-27,RUS-27,200000.0,USD,2017-06-23,RU000A0JXTS9,12023,stock_bonds,2027-06-23,4250.0,,ofz_bond
RU000A102CU4,Сбербанк ПАО 001Р-SBER19,Сбер Sb19R,Sber 001P-SBER19,1000.0,SUR,2020-11-20,RU000A102CU4,18000000,stock_bonds,2023-11-17,27.67,,exchange_bond
RU000A103KA7,"ООО ""Мираторг Финанс"" 001Р-01",МиратФ1Р1,Miratorg Finans 001P-01,1000.0,SUR,2021-08-19,RU000A103KA7,3000000,stock_bonds,2024-08-15,41.39,,exchange_bond
RU000A102D61,СберИОС 001Р-382R 5Y СМШ,СберИОС382,SberIOS 001P-382R 5Y MIX,1000.0,SUR,2020-11-30,RU000A102D61,862477,stock_bonds,2025-12-08,0.5,,exchange_bond
RU000A1013Y3,ГруппаЧеркизово БО-001Р-02,ЧеркизБ1P2,Cherkizovo Group BO-001P-02,1000.0,SUR,2019-11-28,RU000A1013Y3,10000000,stock_bonds,2023-05-25,18.7,,exchange_bond
RU000A0JU6A1,"""Россельхозбанк"" (АО) обл.22",РСХБ 22,Rosselhozbank 22,1000.0,SUR,2013-09-30,RU000A0JU6A1,5000000,stock_bonds,2023-09-18,31.16,,corporate_bond
RU000A102HF4,Свердловская область 34011,СвердлОб11,Sverdlovsk Region 34011,1000.0,SUR,2020-12-16,RU000A102HF4,10000000,stock_bonds,2023-12-16,14.21,,subfederal_bond
SU46012RMFS9,ОФЗ-АД 46012 05/09/29,ОФЗ 46012,OFZ-AD 46012,950.0,SUR,2003-02-14,RU0002868001,11189,stock_bonds,2029-09-05,62.27,,ofz_bond
RU000A0JTM51,"ПАО ""АНК ""Башнефть"" об. 09",Башнефть09,Bashneft ANK 09,1000.0,SUR,2013-02-12,RU000A0JTM51,5000000,stock_bonds,2023-01-31,27.42,,corporate_bond
RU000A0JV9H9,ВЭБ-лизинг АО БО-07,ВЭБлизБ07,VEB-leasing AO BO-07,1000.0,SUR,2015-03-05,RU000A0JV9H9,5000000,stock_bonds,2025-02-20,39.44,,exchange_bond
RU000A103C95,АФК Система БО 001P-21,Систем1P21,Sistema PJSFC 001P-21,1000.0,SUR,2021-07-05,RU000A103C95,15000000,stock_bonds,2031-06-23,41.88,,exchange_bond
RU000A104123,ДОМ.РФ АО 001Р-09R,ДОМ 1P-9R,DOM.RF 001P-09R,1000.0,SUR,2021-11-16,RU000A104123,15000000,stock_bonds,2022-11-15,42.88,,exchange_bond
RU000A1044Y8,СберИОС 001Р-495R 5Г GAZP,СберИОС495,SberIOS 001P-495R 5Y GAZP,1000.0,SUR,2021-12-17,RU000A1044Y8,1000000,stock_bonds,2026-12-11,0.0,,exchange_bond
RU000A103P25,СберИОС 001Р-468R 5Г ПРОД,СберИОС468,SberIOS 001P-468R 5Y RET,1000.0,SUR,2021-09-28,RU000A103P25,391602,stock_bonds,2026-10-05,0.5,,exchange_bond
RU000A100FH8,СберИОС 001Р-90R 3.5Y O.G.105,СберИОС90,SberIOS 001P-90R 3.5Y O.G.105,1000.0,SUR,2019-06-11,RU000A100FH8,473007,stock_bonds,2022-12-28,31.07,,exchange_bond
RU000A1014A1,ЭБИС БО-П02,ЭБИС Б1P02,Abis BO-P02,1000.0,SUR,2019-12-03,RU000A1014A1,150000,stock_bonds,2022-11-29,34.9,,exchange_bond
RU000A101VD2,Банк ВТБ (ПАО) Б-1-94,ВТБ Б-1-94,Bank VTB B-1-94,1000.0,SUR,2020-08-04,RU000A101VD2,578355,stock_bonds,2023-08-01,0.05,,exchange_bond
RU000A101ZL6,СберИОС 001Р-299R IMOEX_asn 4Г,СберИОС299,SberIOS 001P-299R IMOEX_asn 4Y,1000.0,SUR,2020-08-25,RU000A101ZL6,171373,stock_bonds,2024-08-26,0.4,,exchange_bond
