XS1820831607,BCS SP Plc Series 19,BCS 10/22,BCS SP Plc Series 19,1250.0,USD,2018-05-21,XS1820831607,6400,stock_bonds,2022-10-31,34.092465,,corporate_bond
RU000A101H19,СберИОС 001Р-227R 3.5Y PP 110%,СберИОС227,SberIOS 001P-227R 3.5Y PP 110%,1000.0,SUR,2020-03-03,RU000A101H19,147720,stock_bonds,2023-09-12,54.7,,exchange_bond
RU000A101GP7,СберИОС 001Р-226R 5Г REIT,СберИОС226,SberIOS 001P-226R 5Y REIT,1000.0,SUR,2020-03-17,RU000A101GP7,716100,stock_bonds,2025-03-21,0.5,,exchange_bond
RU000A101TJ3,Банк ВТБ (ПАО) Б-1-84,ВТБ Б-1-84,Bank VTB B-1-84,1000.0,SUR,2020-06-30,RU000A101TJ3,603396,stock_bonds,2023-06-27,0.05,,exchange_bond
RU000A100YW8,Тойота Банк БО-001P-03,ТойотаБ1P3,Toyota Bank BO-001P-03,1000.0,SUR,2019-10-25,RU000A100YW8,5000000,stock_bonds,2022-10-27,36.1,,exchange_bond
RU000A101Y34,Банк ВТБ (ПАО) Б-1-106,ВТБ Б1-106,Bank VTB B-1-106,1000.0,SUR,2020-08-25,RU000A101Y34,97377,stock_bonds,2023-08-22,0.05,,exchange_bond
RU000A1029R3,СберИОС 001Р-357R 5Г РБЧ,СберИОС357,SberIOS 001P-357R 5Y RBC,1000.0,SUR,2020-11-16,RU000A1029R3,1499968,stock_bonds,2025-11-20,0.5,,exchange_bond
RU000A1003L1,Фольксваген Банк РУС БО 1P-03,ФолксвБ1P3,Volkswagen Bank RUS BO 001P-03,1000.0,SUR,2019-02-13,RU000A1003L1,10000000,stock_bonds,2022-02-15,44.62,,exchange_bond
RU000A1007T5,Сбербанк ПАО ИОС 001P-74R,СберИОС74,Sberbank IOS 001P-74R,1000.0,SUR,2019-03-29,RU000A1007T5,473703,stock_bonds,2022-10-12,25.72,,exchange_bond
RU000A100Z83,СберИОС 001Р-87R БПИФ 4Y 50%,СберИОС87,SberIOS 001P-87R BPIF 4Y 50%,1000.0,SUR,2019-11-07,RU000A100Z83,189345,stock_bonds,2023-11-13,31.0,,exchange_bond
RU000A1021A6,Концерн РОССИУМ ООО 002P-02,РОССИУМ2P2,Concern ROSSIUM 002P-02,1000.0,SUR,2020-08-17,RU000A1021A6,20000000,stock_bonds,2030-08-05,41.14,,exchange_bond
RU000A0JS793,Промсвязьбанк ПАО обл.04,Промсвб4,Promsvyazbank PAO 04,1000.0,SUR,2012-04-25,RU000A0JS793,5000000,stock_bonds,2022-04-13,0.5,,corporate_bond
RU000A1034D3,Банк ВТБ (ПАО) Б-1-223,ВТБ Б1-223,Bank VTB B-1-223,1000.0,SUR,2021-09-08,RU000A1034D3,81841,stock_bonds,2024-09-14,0.05,,exchange_bond
RU000A1016N9,Свердловская область 06,СвердлОбл6,Sverdlovsk Region 06,1000.0,SUR,2019-12-17,RU000A1016N9,5000000,stock_bonds,2026-12-15,16.7,,subfederal_bond
RU000A103N76,ИКС 5 ФИНАНС 002Р-01,ИКС5Фин2P1,X5 FINANSE 002P-01,1000.0,SUR,2021-09-08,RU000A103N76,10000000,stock_bonds,2036-08-20,37.9,,exchange_bond
RU000A101PA0,Белгородская область 34014,БелОб34014,Belgorod Region 34014,1000.0,SUR,2020-05-22,RU000A101PA0,3000000,stock_bonds,2025-05-16,14.71,,subfederal_bond
RU000A102K47,ФК Открытие обКП16,ФК Открытие обКП16,FK Otkryitie obKP16,1000.0,RUB,,RU000A102K47,209245000,stock_bonds,2023-12-21,10.5,,non_exchange_bond
XS1937694625,BCS SP Plc Series 33,BCS12/23-2,BCS SP Plc Series 33,1250.0,USD,2019-01-29,XS1937694625,16000,stock_bonds,2023-12-20,44.940068,,corporate_bond
RU000A0JVUK8,"АФК ""Система"" ПАО БО 001P-01",СистемБ1P1,AFK Systema 001P-01,1000.0,SUR,2015-10-13,RU000A0JVUK8,5000000,stock_bonds,2025-09-30,48.62,,exchange_bond
RU000A100HU7,Мобильные ТелеСистемы 001P-10,МТС 1P-10,MTS 001P-10,1000.0,SUR,2019-07-03,RU000A100HU7,15000000,stock_bonds,2025-06-25,19.95,,exchange_bond
RU000A101L96,ЕвроХим МХК АО БО-001Р-07,ЕврХимБ1Р7,EuroChem MCC JSC BO-001-P07,1000.0,SUR,2020-04-16,RU000A101L96,10000000,stock_bonds,2025-04-10,41.14,,exchange_bond
RU000A0ZZNJ2,Республика Саха (Якутия) об.11,Якут-11 об,Republic of Sakha (Yakutia) 11,900.0,SUR,2018-10-03,RU000A0ZZNJ2,6000000,stock_bonds,2025-09-24,20.08,,subfederal_bond
RU000A102622,СберИОС 001Р-340R 5Г ВСТГЭ ИНД,СберИОС340,SberIOS 001P-340R 5Y GLRCV IND,1000.0,SUR,2020-10-15,RU000A102622,621752,stock_bonds,2025-10-22,0.5,,exchange_bond
AMUNIBB2DER6,UNIBANK OJSC Series 1 21,UBANK02/24,UNIBANK OJSC Series 1 21,100.0,USD,2021-02-05,AMUNIBB2DER6,33478,stock_bonds,2024-02-05,1.325,,corporate_bond
RU000A100444,Сбербанк ПАО ИОС 001P-60R,СберИОС60,Sberbank IOS 001P-60R,1000.0,SUR,2019-02-19,RU000A100444,53301,stock_bonds,2022-08-29,26.09,,exchange_bond
RU000A101U20,СберИОС 001Р-278R 3.5Y PP 75%,СберИОС278,SberIOS 001P-278R 3.5Y PP 75%,1000.0,SUR,2020-06-25,RU000A101U20,332165,stock_bonds,2023-12-26,42.0,,exchange_bond
RU000A101XY4,Банк ВТБ (ПАО) Б-1-102,ВТБ Б1-102,Bank VTB B-1-102,1000.0,SUR,2020-08-11,RU000A101XY4,179768,stock_bonds,2023-08-08,0.05,,exchange_bond
XS0971721963,ГОВОЗ РФ 12840069V (XS),RUS-43,RUS-43,200000.0,USD,2013-09-16,XS0971721963,7500,stock_bonds,2043-09-16,5875.0,,ofz_bond
RU000A0ZYC98,МегаФон ПАО БО-001P-03,МегафнБ1P3,Megafon BO-001P-03,1000.0,SUR,2017-10-09,RU000A0ZYC98,15000000,stock_bonds,2022-10-03,39.14,,exchange_bond
RU000A1012N8,Россети Центр ПАО 001Р-01,РоссЦP01,Rosseti Centr 001P-01,1000.0,SUR,2019-11-19,RU000A1012N8,5000000,stock_bonds,2024-11-12,34.16,,exchange_bond
RU000A1030D1,АЛЬФА-БАНК Б2Р11,АЛЬФАБ2Р11,ALFA-BANK 002P-11,1000.0,SUR,2021-04-16,RU000A1030D1,1900000,stock_bonds,2024-04-18,35.1,,exchange_bond
XS1752568144,Phosagro BondFunding DAC 3.949,PHOS-23,Phosagro BondFunding DAC 3.949,1000.0,USD,2018-01-24,XS1752568144,500000,stock_bonds,2023-04-24,19.745,,corporate_bond
SU53005RMFS3,ОФЗ-Н 53005 18/01/23,ОФЗн 53005,OFZ-n 53005,1000.0,SUR,2020-01-09,RU000A1019F9,5799552,stock_bonds,2023-01-18,26.18,,ofz_bond
RU000A100V79,Тинькофф Банк БО 001Р-03R,Тинькофф3R,Tinkoff Bank BO 001P-03R,1000.0,SUR,2019-09-25,RU000A100V79,10000000,stock_bonds,2029-09-12,41.14,,exchange_bond
RU000A0JURM2,Открытие Холдинг АО обл. БО-3,ОткрХОЛБО3,Otkritie Holding BO-3,1000.0,SUR,2014-07-30,RU000A0JURM2,42000000,stock_bonds,2027-07-14,0.05,,exchange_bond
RU000A101H84,РЖД ОАО БО 001Р-18R,РЖД 1Р-18R,RZD BO 001P-18R,1000.0,SUR,2020-03-04,RU000A101H84,15000000,stock_bonds,2030-02-20,37.2,,exchange_bond
RU000A101GW3,ЛЕГЕНДА БО 001P-02,ЛЕГЕНДА1P2,LEGENDA BO 001P-02,900.0,SUR,2020-03-03,RU000A101GW3,2000000,stock_bonds,2023-03-14,24.68,,exchange_bond
RU000A0ZYKJ1,Санкт-Петербург обл. 35002,СПбГО35002,Sankt-Peterburg 35002,1000.0,SUR,2017-12-15,RU000A0ZYKJ1,25000000,stock_bonds,2026-12-04,38.15,,subfederal_bond
RU000A0JVUP7,Вымпел-Коммуникации ПАО БО-03,ВымпелКБО3,VimpelKom BO-03,1000.0,SUR,2015-10-16,RU000A0JVUP7,15000000,stock_bonds,2025-10-03,27.67,,exchange_bond
RU000A0JW6P7,ВЭБ.РФ ПБО-001Р-01,ВЭБ ПБО1Р1,VEB.RF PBO-001P-01,1000.0,SUR,2016-02-29,RU000A0JW6P7,19575000,stock_bonds,2025-02-17,115.68,,exchange_bond
RU000A0ZZRU0,Сбербанк ПАО ИОС 001P-35R,СберИОС35,Sberbank IOS 001P-35R,1000.0,SUR,2018-11-16,RU000A0ZZRU0,880175,stock_bonds,2021-12-06,0.31,,exchange_bond
RU000A1034K8,ГОВОЗ РФ 12978104V (RU),RUS-36 EUR,RUS-36,100000.0,EUR,2021-05-27,RU000A1034K8,10000,stock_bonds,2036-05-27,2650.0,,ofz_bond
RU000A0JX1C5,КАМАЗ ПАО БО-14,КАМАЗ БО14,KAMAZ PAO BO-14,1000.0,SUR,2016-12-12,RU000A0JX1C5,5000000,stock_bonds,2031-11-24,49.46,,corporate_bond
XS1577953174,Steel Funding D.A.C. 21.09.24,NLMK-24,Steel Funding D.A.C. 21.09.24,1000.0,USD,2017-09-21,XS1577953174,295823,stock_bonds,2024-09-21,20.0,,corporate_bond
RU000A0JXSF8,"""Трубная Мет.Комп."" ПАО БО-07",ТМК БО-7,TMK BO-07,1000.0,SUR,2017-06-02,RU000A0JXSF8,10000000,stock_bonds,2027-05-21,37.9,,exchange_bond
RU000A102G35,МЭФ Московской области 35016,МосОб35016,Moscow Region MEF 35016,1000.0,SUR,2020-12-08,RU000A102G35,30000000,stock_bonds,2027-11-30,14.83,,subfederal_bond
RU000A102JZ8,АЛЬФА-БАНК Б2Р9,АЛЬФА-Б2Р9,ALFA-BANK 002P-09,1000.0,SUR,2020-12-21,RU000A102JZ8,8000000,stock_bonds,2023-12-24,29.83,,exchange_bond
RU000A102FR3,Сбербанк ПАО 001Р-SBER18,Сбер Sb18R,Sber 001P-SBER18,1000.0,SUR,2020-12-11,RU000A102FR3,25000000,stock_bonds,2022-12-09,26.18,,exchange_bond
RU000A1016U4,ФПК Гарант-Инвест БО 001P-06,ГарИнв1P06,Garant-Invest BO 001P-06,1000.0,SUR,2019-12-17,RU000A1016U4,500000,stock_bonds,2022-12-13,28.67,,exchange_bond
RU000A100V61,ОР ООО 001P-01,ОРГрупп1Р1,OR 001P-01,1000.0,SUR,2019-09-26,RU000A100V61,1500000,stock_bonds,2022-09-22,29.92,,exchange_bond
RU000A1007Z2,РЖД ОАО БО 001Р-13R,РЖД 1Р-13R,RZD BO 001P-13R,1000.0,SUR,2019-04-01,RU000A1007Z2,20000000,stock_bonds,2029-03-19,45.38,,exchange_bond
RU000A1029X1,СберИОС 001Р-362R SPX_КНД 1.5Г,СберИОС362,SberIOS 001P-362R SPX_CND 1.5Y,1000.0,SUR,2020-11-30,RU000A1029X1,163871,stock_bonds,2022-06-07,0.15,,exchange_bond
RU000A0JRDY3,ДОМ.РФ (АО) обл. сер.А18,ДОМ.РФ18об,DOM.RF - 18,500.0,SUR,2011-04-05,RU000A0JRDY3,7000000,stock_bonds,2023-07-15,9.72,,corporate_bond
RU000A100UU0,РН БАНК АО БО-001Р-06,РН БАНК1Р6,RN Bank BO-001P-06,1000.0,SUR,2019-09-24,RU000A100UU0,7000000,stock_bonds,2022-09-26,38.35,,exchange_bond
RU000A0JUW72,"""Россельхозбанк"" (АО) БО-14",РСХБ БО14,Rosselhozbank BO-14,1000.0,SUR,2014-10-13,RU000A0JUW72,5000000,stock_bonds,2024-09-30,18.45,,exchange_bond
RU000A1003R8,ГПБ (АО) БО 001Р-06Р,ГПБ 1P-06P,Gazprombank BO 001P-06P,1000.0,SUR,2019-02-14,RU000A1003R8,5000000,stock_bonds,2024-02-14,45.62,,exchange_bond
RU000A100ME1,АРАГОН ООО БО-П02,АРАГОН БП2,ARAGON LLC BO-P02,1000.0,SUR,2019-07-23,RU000A100ME1,300000,stock_bonds,2029-07-10,23.68,,exchange_bond
RU000A0JU542,"""Российские ЖД"" ОАО БО-12",РЖД БО-12,RZhD BO-12,1000.0,SUR,2013-09-12,RU000A0JU542,25000000,stock_bonds,2033-08-18,37.2,,exchange_bond
RU000A100436,Тойота Банк АО БО-001P-02,ТойотаБ1P2,AO Toyota Bank BO-001P-02,1000.0,SUR,2019-02-19,RU000A100436,3000000,stock_bonds,2022-02-21,43.87,,exchange_bond
RU000A102614,СберИОС 001Р-338R 5Г МГТРД ИНД,СберИОС338,SberIOS 001P-338R 5Y MGTRD IND,1000.0,SUR,2020-10-15,RU000A102614,1489715,stock_bonds,2025-10-22,0.5,,exchange_bond
RU000A102SK1,Боржоми Финанс 001P-01,Боржоми1Р1,Borjomi Finance 001P-01,1000.0,SUR,2021-02-26,RU000A102SK1,7000000,stock_bonds,2026-02-20,37.9,,exchange_bond
RU000A101XX6,Банк ВТБ (ПАО) Б-1-101,ВТБ Б1-101,Bank VTB B-1-101,1000.0,SUR,2020-08-04,RU000A101XX6,76710,stock_bonds,2023-08-01,0.05,,exchange_bond
RU000A103943,Аэрофлот-росс.авиалин.ПАО БО-1,Аэрофл БО1,Aeroflot BO-01,1000.0,SUR,2021-06-17,RU000A103943,24650000,stock_bonds,2026-06-11,20.82,,exchange_bond
RU000A0ZZRT2,ЮЛКМ обКП01,ЮЛКМ обКП01,YuLKM obKP01,100.0,RUB,,RU000A0ZZRT2,50000000,stock_bonds,2028-09-10,,,non_exchange_bond
RU000A100DS0,СберИОС 001Р-91R BSK 8%,СберИОС91,SberIOS 001P-91R BSK 8%,1000.0,USD,2019-05-28,RU000A100DS0,16580,stock_bonds,2024-06-10,31.0,,exchange_bond
RU000A101PG7,АЛРОСА ПАО БО-03,АЛРОСА Б03,ALROSA BO 03,1000.0,SUR,2020-05-22,RU000A101PG7,5000000,stock_bonds,2030-05-10,14.34,,exchange_bond
RU000A0JWTL6,Почта России (АО) БО-03,ПочтаРосБ3,Russian Post BO-03,1000.0,SUR,2016-09-22,RU000A0JWTL6,5000000,stock_bonds,2026-09-10,37.4,,exchange_bond
RU000A0ZZNL8,Держава-Платформа БО-01Р-02,ДерПлат1P2,Derzhava-Platforma BO-01P-02,1000.0,SUR,2018-10-03,RU000A0ZZNL8,1250000,stock_bonds,2023-05-18,39.89,,exchange_bond
SU29020RMFS3,ОФЗ-ПК 29020 22/09/2027,ОФЗ 29020,OFZ-PD 29020,1000.0,SUR,2020-11-11,RU000A102BV4,450000000,stock_bonds,2027-09-22,,,ofz_bond
RU000A102FQ5,Сбербанк ПАО 001Р-SBER20,Сбер Sb20R,Sber 001P-SBER20,1000.0,SUR,2021-11-18,RU000A102FQ5,7000000,stock_bonds,2025-11-13,43.88,,exchange_bond
RU000A101GV5,Банк ВТБ (ПАО) Б-1-55,ВТБ Б-1-55,Bank VTB B-1-55,1000.0,SUR,2020-03-03,RU000A101GV5,87193,stock_bonds,2023-02-28,0.05,,exchange_bond
RU000A100UT2,Почта России (АО) БО-001P-08,ПочтаРБ1P8,Russian Post BO-001P-08,1000.0,SUR,2019-09-24,RU000A100UT2,5000000,stock_bonds,2029-09-11,36.65,,exchange_bond
RU000A101Y83,СберИОС 001Р-291R 5Y PP 75%,СберИОС291,SberIOS 001P-291R 5Y PP 75%,1000.0,SUR,2020-07-23,RU000A101Y83,1025651,stock_bonds,2025-07-23,61.0,,exchange_bond
RU000A1029W3,СберИОС 001Р-361R LKOH_asn 4Г,СберИОС361,SberIOS 001P-361R LKOH_asn 4Y,1000.0,SUR,2020-11-20,RU000A1029W3,51740,stock_bonds,2024-11-20,0.4,,exchange_bond
RU000A1003Q0,РН БАНК АО БО-001Р-04,РН БАНК1Р4,RN Bank BO-001P-04,1000.0,SUR,2019-02-14,RU000A1003Q0,5000000,stock_bonds,2022-02-16,45.88,,exchange_bond
XS1713474325,Polyus Finance Plc 24,PGIL-24,Polyus Finance Plc 24,1000.0,USD,2018-01-29,XS1713474325,322604,stock_bonds,2024-01-29,23.5,,corporate_bond
RU000A1043E2,Новосибирская область 35022,Новосиб 22,Novosibirsk region 35022,1000.0,SUR,2021-11-23,RU000A1043E2,10000000,stock_bonds,2028-11-14,14.84,,subfederal_bond
XS2406000138,BCS SP Plc Series 224,BCS03/25-2,BCS SP Plc Series 224,1000.0,EUR,2021-11-11,XS2406000138,5000,stock_bonds,2025-03-14,0.0,,corporate_bond
RU000A100QL7,Астон. Екатеринбург оббП04,Астон. Екатеринбург оббП04,Aston. Ekaterinburg obbP04,1000.0,RUB,,RU000A100QL7,55500000,stock_bonds,2022-02-11,69.81,,non_exchange_bond
RU000A1021G3,РВК-Инвест 001P-01,РВК-Ин1Р01,RVK-Invest 001P-01,1000.0,SUR,2020-08-18,RU000A1021G3,3000000,stock_bonds,2030-08-06,35.65,,exchange_bond
RU000A101XW8,Банк ВТБ (ПАО) Б-1-100,ВТБ Б1-100,Bank VTB B-1-100,1000.0,SUR,2020-08-04,RU000A101XW8,372237,stock_bonds,2022-08-02,0.05,,exchange_bond
RU000A103935,реСтор 001Р-01,реСторБ1Р1,reStore 001P-01,1000.0,SUR,2021-06-17,RU000A103935,3000000,stock_bonds,2024-06-13,20.19,,exchange_bond
RU000A102X34,КЭШДРАЙВ обК01,КЭШДРАЙВ обК01,KEShDRAJV obK01,1000.0,RUB,,RU000A102X34,200000000,stock_bonds,2024-03-27,23.68,,non_exchange_bond
RU000A1034J0,ПАО ЛК Европлан 001P-02,Европлн1Р2,Evropln1P2,1000.0,SUR,2021-05-21,RU000A1034J0,10000000,stock_bonds,2024-05-17,19.45,,exchange_bond
RU000A0JVUN2,Вымпел-Коммуникации ПАО БО-02,ВымпелКБО2,VimpelKom BO-02,1000.0,SUR,2015-10-16,RU000A0JVUN2,10000000,stock_bonds,2025-10-03,27.67,,exchange_bond
SU29010RMFS4,ОФЗ-ПК 29010 06/12/34,ОФЗ 29010,OFZ-PD 29010,1000.0,SUR,2014-12-31,RU000A0JV4Q1,390287001,stock_bonds,2034-12-06,29.97,,ofz_bond
RU000A101PF9,АЛРОСА ПАО БО-04,АЛРОСА Б04,ALROSA BO 04,1000.0,SUR,2020-05-22,RU000A101PF9,5000000,stock_bonds,2030-05-10,14.34,,exchange_bond
RU000A0JWY29,Ставропольский край 2016 обл.3,СтаврКрай3,Stavropolsky kray 03,500.0,SUR,2016-11-08,RU000A0JWY29,4800000,stock_bonds,2023-11-07,12.22,,subfederal_bond
RU000A1021F5,Новая концесс. компания 11,НКК 11,New Concession Company 11,1073.52,SUR,2020-08-18,RU000A1021F5,3000000,stock_bonds,2049-05-17,20.25,,corporate_bond
RU000A0JWXQ7,Хакасия 2016 об.35006,Хакас2016,Khakasia 2016 (35006),700.0,SUR,2016-11-03,RU000A0JWXQ7,5000000,stock_bonds,2023-11-02,20.42,,subfederal_bond
SU26230RMFS1,ОФЗ-ПД 26230 16/03/39,ОФЗ 26230,OFZ-PD 26230,1000.0,SUR,2019-06-05,RU000A100EF5,300000000,stock_bonds,2039-03-16,38.39,,ofz_bond
RU000A0JXSD3,Волгоградская обл. 35007 обл.,ВлгОб35007,Volgograd reg.-35007,900.0,SUR,2017-06-02,RU000A0JXSD3,10000000,stock_bonds,2024-06-02,18.85,,subfederal_bond
RU000A103RD6,СОПФ Инфраструктурные обл 1,ИнфрОблP1,SPC Infrastructure bonds 1,1000.0,SUR,2021-09-23,RU000A103RD6,10000000,stock_bonds,2024-11-15,39.67,,corporate_bond
RU000A102K96,ВЭБ.РФ ПБО-001Р-23В,ВЭБ1P-23В,VEB.RF PBO-001P-23B,1000.0,USD,2020-12-23,RU000A102K96,350000,stock_bonds,2025-12-17,16.21,,exchange_bond
RU000A0JXK40,ПИК СЗ (ПАО) БО-П01,ПИК БО-П01,PIK SZ BO-P01,1000.0,SUR,2017-03-03,RU000A0JXK40,13000000,stock_bonds,2022-02-25,39.39,,exchange_bond
SU24020RMFS8,ОФЗ-ПК 24020 27/07/22,ОФЗ 24020,OFZ PD 24020,1000.0,SUR,2019-08-21,RU000A100QS2,100000000,stock_bonds,2022-07-27,,,ofz_bond
RU000A0ZYGB6,Альфа-Банк АО обл. БО-22,АльфаБО-22,Alfa-Bank BO-22,1000.0,SUR,2017-11-23,RU000A0ZYGB6,5000000,stock_bonds,2032-12-04,28.58,,exchange_bond
RU000A102BG5,СберИОС 001Р-372R 18M СРБР,СберИОС372,SberIOS 001P-372R 18M SLVR,1000.0,SUR,2020-11-23,RU000A102BG5,82761,stock_bonds,2022-05-30,0.15,,exchange_bond
RU000A101TN5,Банк ВТБ (ПАО) Б-1-86,ВТБ Б-1-86,Bank VTB B-1-86,1000.0,SUR,2020-07-07,RU000A101TN5,210739,stock_bonds,2023-07-14,0.05,,exchange_bond
RU000A102X26,СберИОС 001Р-432R 5Y СМШ,СберИОС432,SberIOS 001P-432R 5Y MIX,1000.0,SUR,2021-04-19,RU000A102X26,1994356,stock_bonds,2026-04-27,0.5,,exchange_bond
RU000A1012K4,СЭЗ им. С.Орджоникидзе 001Р-01,СЭЗ 1P1,SEZ S.Ordzhonikidze 001P-01,1000.0,SUR,2019-11-19,RU000A1012K4,300000,stock_bonds,2022-11-15,62.33,,exchange_bond
XS2388458403,BCS SP Plc Series 215,BCS12/26-2,BCS SP Plc Series 215,100000.0,SUR,2021-09-21,XS2388458403,5000,stock_bonds,2026-12-30,0.0,,corporate_bond
RU000A0ZZAT8,Пионер-Лизинг БО-П01,ПионЛизБП1,Pioneer Leasing BO-P01,1000.0,SUR,2018-06-26,RU000A0ZZAT8,100000,stock_bonds,2023-05-31,10.07,,exchange_bond
RU000A100V46,ИКС 5 ФИНАНС 001P-06,ИКС5Фин1P6,X5 FINANSE 001P-06,1000.0,SUR,2019-09-26,RU000A100V46,10000000,stock_bonds,2034-09-07,36.9,,exchange_bond
RU000A101Y75,СберИОС 001Р-297R GMKN_prt 5Г,СберИОС297,SberIOS 001P-297R GMKN_prt 5Y,1000.0,SUR,2020-08-06,RU000A101Y75,976059,stock_bonds,2025-08-12,0.5,,exchange_bond
RU000A1029V5,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П20,МКБ П20,CREDIT BANK OF MOSCOW P20,1000.0,SUR,2020-10-27,RU000A1029V5,800000,stock_bonds,2023-10-27,0.05,,exchange_bond
XS2075963293,Eurasia Capital S.A. UNDT,HCB-perp,Eurasia Capital S.A. UNDT,1000.0,USD,2019-11-07,XS2075963293,200000,stock_bonds,2111-01-01,22.0,,corporate_bond
XS1400710726,VEON Holdings B.V. 26/04/23,VEON-23,VEON Holdings B.V. 26/04/23,1000.0,USD,2016-04-26,XS1400710726,700000,stock_bonds,2023-04-26,36.25,,corporate_bond
RU000A0JV3L4,ПАО ОТКРЫТИЕ ФК Банк БО-4,ОткрФКББ4,OTKRITIE FK Bank BO-4,1000.0,SUR,2014-12-25,RU000A0JV3L4,5000000,stock_bonds,2023-05-04,0.5,,exchange_bond
RU000A1021E8,СФО СФИ 02,СФО СФИ 02,SFO SFI 02,1000.0,SUR,2020-08-18,RU000A1021E8,1000000,stock_bonds,2023-08-18,28.36,,corporate_bond
SU26220RMFS2,ОФЗ-ПД 26220 07/12/22,ОФЗ 26220,OFZ-PD 26220,1000.0,SUR,2017-02-01,RU000A0JXB41,350000000,stock_bonds,2022-12-07,36.9,,ofz_bond
RU000A102SH7,ГлобалФакторНетворкРус об2КП02,ГлобалФакторНетворкРус об2КП02,GlobalFaktorNetvorkRus ob2KP02,1000.0,RUB,,RU000A102SH7,,stock_bonds,2026-01-30,10.27,,non_exchange_bond
RU000A0ZZS73,Держава-Платформа БО-01Р-03,ДерПлат1P3,Derzhava-Platforma BO-01P-03,1000.0,SUR,2018-11-07,RU000A0ZZS73,250000,stock_bonds,2023-05-18,34.9,,exchange_bond
RU000A101TM7,Банк ВТБ (ПАО) Б-1-87,ВТБ Б-1-87,Bank VTB B-1-87,1000.0,SUR,2020-07-21,RU000A101TM7,436728,stock_bonds,2022-07-19,0.05,,exchange_bond
RU000A102X18,ФПК Гарант-Инвест БО 002Р-03,ГарИнв2P03,Garant-Invest BO 002P-03,1000.0,SUR,2021-03-30,RU000A102X18,1500000,stock_bonds,2024-03-26,26.18,,exchange_bond
RU000A101CL5,ФСК ЕЭС ПАО БО 001P-04R,ФСК ЕЭС1Р4,FGC UES BO 001P-04R,1000.0,SUR,2020-01-30,RU000A101CL5,10000000,stock_bonds,2035-01-11,16.83,,exchange_bond
RU000A101GT9,СберИОС 001Р-230R 5Y IT,СберИОС230,SberIOS 001P-230R 5Y IT,1000.0,SUR,2020-03-12,RU000A101GT9,2368577,stock_bonds,2025-03-18,0.5,,exchange_bond
RU000A102K88,Санкт-Петербург обл. 35004,СПбГО35004,Saint-Petersburg 35004,1000.0,SUR,2020-12-23,RU000A102K88,30000000,stock_bonds,2028-09-28,29.42,,subfederal_bond
RU000A100DQ4,ДОМ.РФ Ипотечный агент 09-002P,ИА ДОМ 9P2,DOM.RF Mortgage agent 09-002P,454.71,SUR,2019-05-29,RU000A100DQ4,72973525,stock_bonds,2029-04-05,10.89,,corporate_bond
RU000A100HY9,РЖД ОАО БО 001Р-16R,РЖД 1Р-16R,RZD BO 001P-16R,1000.0,SUR,2019-07-04,RU000A100HY9,30000000,stock_bonds,2026-06-25,39.39,,exchange_bond
XS2123084639,BCS SP Plc Series 2020-4,BCSALORLV2,BCS SP Plc Series 2020-4,75000.0,SUR,2020-02-18,XS2123084639,1334,stock_bonds,2023-05-15,3719.18,,corporate_bond
RU000A102G01,Совкомбанк БО-П03,СовкомБОП3,Sovkombank B0-P03,1000.0,SUR,2020-12-08,RU000A102G01,10000000,stock_bonds,2021-12-07,14.96,,exchange_bond
RU000A102JW5,СберИОС 001Р-399R 5Г НГ,СберИОС399,SberIOS 001P-399R 5Y NY,1000.0,SUR,2021-01-14,RU000A102JW5,129362,stock_bonds,2026-01-21,0.5,,exchange_bond
RU000A103RC8,ТЭК Салават ОбКП02,ТЭК Салават ОбКП02,TEK Salavat ObKP02,1000.0,RUB,,RU000A103RC8,,stock_bonds,2023-09-21,39.89,,non_exchange_bond
RU000A0ZYPG6,ТрансКонтейнер ПАО БО-01,ТрансКонБ1,TransKonteiner BO-01,750.0,SUR,2018-01-25,RU000A0ZYPG6,6000000,stock_bonds,2023-01-19,28.05,,exchange_bond
RU000A100R34,СберИОС 001Р-129R 42M CDX 115%,СберИОС129,SberIOS 001P-129R 42M CDX 115%,1000.0,SUR,2019-08-22,RU000A100R34,451527,stock_bonds,2023-03-01,47.6,,exchange_bond
RU000A1003W8,ВЭБ.РФ ПБО-001Р-14,ВЭБ 1P-14,VEB.RF PBO-001P-14,1000.0,SUR,2019-02-15,RU000A1003W8,5000000,stock_bonds,2024-02-09,44.53,,exchange_bond
RU000A100UZ9,АЙТИАЙ Коммодитиз обКП02,АЙТИАЙ Коммодитиз обКП02,AJTIAJ Kommoditiz obKP02,10000.0,USD,,RU000A100UZ9,,stock_bonds,2022-11-30,124.66,,non_exchange_bond
RU000A1021M1,СберИОС 001Р-305R 5Г МГТРД ИНД,СберИОС305,SberIOS 001P-305R 5Y MGTRD IND,1000.0,SUR,2020-08-31,RU000A1021M1,1622122,stock_bonds,2025-09-05,0.5,,exchange_bond
RU000A1025U5,Сбербанк ПАО 001Р-SBER17,Сбер Sb17R,Sber 001P-SBER17,1000.0,SUR,2020-10-02,RU000A1025U5,40000000,stock_bonds,2023-10-29,28.42,,exchange_bond
RU000A0JVDR9,Открытие Холдинг АО обл.БО-02,ОткрХОЛБО2,Otkritie Holding BO-2,1000.0,SUR,2015-05-07,RU000A0JVDR9,7000000,stock_bonds,2028-04-20,0.05,,exchange_bond
